ensg	obs_lof	exp_lof	shet	post_lower_95	post_upper_95	GENE	shet_BIN_raw	shet_BIN
ENSG00000112195	13	11.705	0.00078434	2.51e-05	0.00308905	TREML2	(0.000599,0.00112]	2
ENSG00000161010	9	12.432	0.00078435	4.51e-05	0.00268305	MRNIP	(0.000599,0.00112]	2
ENSG00000215372	10	6.6544	0.0007844	1.31e-05	0.00339405	ZNF705G	(0.000599,0.00112]	2
ENSG00000196584	11	13.271	0.00078463	1.61e-05	0.00333005	XRCC2	(0.000599,0.00112]	2
ENSG00000176177	13	19.562	0.00078464	1.81e-05	0.00331705	ENTHD1	(0.000599,0.00112]	2
ENSG00000179930	17	14.759	0.00078498	3.01e-05	0.00290205	ZNF648	(0.000599,0.00112]	2
ENSG00000172345	8	11.763	0.00078522	1.71e-05	0.00337805	STARD5	(0.000599,0.00112]	2
ENSG00000153237	42	35.924	0.00078523	4.41e-05	0.00288605	CCDC148	(0.000599,0.00112]	2
ENSG00000198839	30	26.116	0.00078556	7.01e-05	0.00259005	ZNF277	(0.000599,0.00112]	2
ENSG00000197647	3	4.1005	0.00078599	1.01e-05	0.00337905	ZNF433	(0.000599,0.00112]	2
ENSG00000158402	21	24.293	0.00078636	4.51e-05	0.00276905	CDC25C	(0.000599,0.00112]	2
ENSG00000118690	20	36.77	0.00078722	3.81e-05	0.00311205	ARMC2	(0.000599,0.00112]	2
ENSG00000101187	20	29.071	0.00078732	3.01e-05	0.00307405	SLCO4A1	(0.000599,0.00112]	2
ENSG00000167613	12	16.093	0.00078813	3.01e-05	0.00303505	LAIR1	(0.000599,0.00112]	2
ENSG00000121690	19	25.376	0.00078835	4.01e-05	0.00288605	DEPDC7	(0.000599,0.00112]	2
ENSG00000164047	4	5.682	0.00078966	1.21e-05	0.00348705	CAMP	(0.000599,0.00112]	2
ENSG00000165383	6	4.6751	0.00079025	9.05e-06	0.00355305	LRRC18	(0.000599,0.00112]	2
ENSG00000142449	90	144.34	0.0007903	5.71e-05	0.00266005	FBN3	(0.000599,0.00112]	2
ENSG00000186086	3	4.4737	0.00079051	1.21e-05	0.00334305	NBPF6	(0.000599,0.00112]	2
ENSG00000069764	1	0.48819	0.00079105	7.05e-06	0.00328005	PLA2G10	(0.000599,0.00112]	2
ENSG00000164695	11	12.886	0.00079107	2.51e-05	0.00315805	CHMP4C	(0.000599,0.00112]	2
ENSG00000116005	22	21.138	0.00079168	5.81e-05	0.00265105	PCYOX1	(0.000599,0.00112]	2
ENSG00000114547	8	9.8459	0.00079188	1.81e-05	0.00333305	ROPN1B	(0.000599,0.00112]	2
ENSG00000170364	8	12.776	0.00079198	3.51e-05	0.00299105	SETMAR	(0.000599,0.00112]	2
ENSG00000057468	34	45.76	0.00079288	6.01e-05	0.00265605	MSH4	(0.000599,0.00112]	2
ENSG00000214237	13	19.59	0.00079347	2.71e-05	0.00299305	MINDY4B	(0.000599,0.00112]	2
ENSG00000206113	NA	NA	0.00079353	3.31e-05	0.00282405	CFAP99	(0.000599,0.00112]	2
ENSG00000174450	11	14.766	0.00079369	4.41e-05	0.00266905	GOLGA6L2	(0.000599,0.00112]	2
ENSG00000148120	29	42.125	0.00079422	0.00010105	0.00235505	AOPEP	(0.000599,0.00112]	2
ENSG00000186143	9	8.1157	0.00079536	2.31e-05	0.00307005	PRR30	(0.000599,0.00112]	2
ENSG00000137338	20	32.472	0.00079574	2.71e-05	0.00332205	PGBD1	(0.000599,0.00112]	2
ENSG00000167483	28	34.655	0.00079599	2.41e-05	0.00323405	NIBAN3	(0.000599,0.00112]	2
ENSG00000151948	12	13.696	0.0007962	4.11e-05	0.00295305	GLT1D1	(0.000599,0.00112]	2
ENSG00000198939	23	18.399	0.00079629	6.81e-05	0.00254605	ZFP2	(0.000599,0.00112]	2
ENSG00000063854	8	14.005	0.00079644	2.71e-05	0.00322405	HAGH	(0.000599,0.00112]	2
ENSG00000111344	28	40.262	0.00079655	4.81e-05	0.00293305	RASAL1	(0.000599,0.00112]	2
ENSG00000124588	10	11.399	0.00079656	2.31e-05	0.00322505	NQO2	(0.000599,0.00112]	2
ENSG00000161944	14	14.245	0.00079668	3.11e-05	0.00312005	ASGR2	(0.000599,0.00112]	2
ENSG00000173908	17	22.452	0.00079707	2.51e-05	0.00321805	KRT28	(0.000599,0.00112]	2
ENSG00000197646	9	12.245	0.0007973	1.41e-05	0.00342805	PDCD1LG2	(0.000599,0.00112]	2
ENSG00000178796	6	4.5542	0.00079732	1.71e-05	0.00334505	RIIAD1	(0.000599,0.00112]	2
ENSG00000187144	25	23.292	0.00079738	1.11e-05	0.00312105	SPATA21	(0.000599,0.00112]	2
ENSG00000186777	2	4.8218	0.00079757	9.05e-06	0.00324305	ZNF732	(0.000599,0.00112]	2
ENSG00000144015	5	11.43	0.00079786	7.05e-06	0.00317805	TRIM43	(0.000599,0.00112]	2
ENSG00000167434	10	14.76	0.00079787	1.31e-05	0.00346905	CA4	(0.000599,0.00112]	2
ENSG00000138028	10	7.8498	0.00079787	4.91e-05	0.00274105	CGREF1	(0.000599,0.00112]	2
ENSG00000186166	22	24.694	0.00079828	5.01e-05	0.00287205	CENATAC	(0.000599,0.00112]	2
ENSG00000139278	19	15.605	0.00079858	3.71e-05	0.00291105	GLIPR1	(0.000599,0.00112]	2
ENSG00000170100	8	8.3578	0.00079869	1.81e-05	0.00334905	ZNF778	(0.000599,0.00112]	2
ENSG00000099849	16	15.35	0.00079901	3.11e-05	0.00310605	RASSF7	(0.000599,0.00112]	2
ENSG00000196118	14	18.573	0.00079977	1.71e-05	0.00344905	CFAP119	(0.000599,0.00112]	2
ENSG00000214447	9	11.254	0.00079987	2.21e-05	0.00306005	FAM187A	(0.000599,0.00112]	2
ENSG00000124257	6	6.476	0.00080005	2.51e-05	0.00319005	NEURL2	(0.000599,0.00112]	2
ENSG00000204616	11	17.465	0.00080017	1.01e-05	0.00360205	TRIM31	(0.000599,0.00112]	2
ENSG00000196214	7	5.8317	0.00080075	1.51e-05	0.00339305	ZNF766	(0.000599,0.00112]	2
ENSG00000167608	25	34.754	0.00080081	4.21e-05	0.00296805	TMC4	(0.000599,0.00112]	2
ENSG00000103876	25	24.688	0.00080133	9.91e-05	0.00240805	FAH	(0.000599,0.00112]	2
ENSG00000136110	11	14.738	0.00080178	4.61e-05	0.00284005	CNMD	(0.000599,0.00112]	2
ENSG00000110484	5	3.8733	0.00080205	9.05e-06	0.00355405	SCGB2A2	(0.000599,0.00112]	2
ENSG00000106328	19	26.128	0.00080208	2.01e-05	0.00339105	FSCN3	(0.000599,0.00112]	2
ENSG00000173239	17	21.194	0.00080211	4.11e-05	0.00295705	LIPM	(0.000599,0.00112]	2
ENSG00000179564	9	8.326	0.00080211	2.41e-05	0.00321305	LSMEM2	(0.000599,0.00112]	2
ENSG00000135406	21	21.861	0.00080216	6.81e-05	0.00247605	PRPH	(0.000599,0.00112]	2
ENSG00000172554	25	31.22	0.00080229	4.01e-05	0.00309105	SNTG2	(0.000599,0.00112]	2
ENSG00000175548	13	15.135	0.0008023	3.11e-05	0.00302805	ALG10B	(0.000599,0.00112]	2
ENSG00000101605	73	93.084	0.00080253	7.31e-05	0.00261505	MYOM1	(0.000599,0.00112]	2
ENSG00000100365	13	17.253	0.00080306	4.01e-05	0.00290405	NCF4	(0.000599,0.00112]	2
ENSG00000177465	12	11.535	0.00080318	1.81e-05	0.00339605	ACOT4	(0.000599,0.00112]	2
ENSG00000083782	11	13.812	0.00080402	4.21e-05	0.00285405	EPYC	(0.000599,0.00112]	2
ENSG00000158008	21	27.939	0.00080412	5.71e-05	0.00268405	EXTL1	(0.000599,0.00112]	2
ENSG00000016391	13	23.416	0.00080417	4.11e-05	0.00301605	CHDH	(0.000599,0.00112]	2
ENSG00000198590	2	3.2375	0.00080505	8.05e-06	0.00349505	APRG1	(0.000599,0.00112]	2
ENSG00000197410	79	92.919	0.00080519	8.41e-05	0.00243605	DCHS2	(0.000599,0.00112]	2
ENSG00000142530	6	7.3084	0.00080569	2.11e-05	0.00336905	GARIN5A	(0.000599,0.00112]	2
ENSG00000171431	17	19.678	0.00080658	3.01e-05	0.00313905	KRT20	(0.000599,0.00112]	2
ENSG00000133640	68	88.681	0.00080717	3.81e-05	0.00307205	LRRIQ1	(0.000599,0.00112]	2
ENSG00000187173	3	3.1739	0.0008072	2.01e-05	0.00316405	LCE2A	(0.000599,0.00112]	2
ENSG00000131097	6	4.8112	0.00080721	2.01e-05	0.00320905	HIGD1B	(0.000599,0.00112]	2
ENSG00000188282	23	27.317	0.00080761	2.81e-05	0.00310305	RUFY4	(0.000599,0.00112]	2
ENSG00000176029	20	19.076	0.00080769	1.41e-05	0.00350405	C11orf16	(0.000599,0.00112]	2
ENSG00000100290	7	5.0928	0.00080775	1.21e-05	0.00352805	BIK	(0.000599,0.00112]	2
ENSG00000160703	42	35.154	0.00080782	0.00011105	0.00222805	NLRX1	(0.000599,0.00112]	2
ENSG00000180884	16	18.309	0.0008081	3.71e-05	0.00293705	ZNF792	(0.000599,0.00112]	2
ENSG00000123454	19	27.753	0.00080813	2.21e-05	0.00346305	DBH	(0.000599,0.00112]	2
ENSG00000113119	18	26.775	0.00080819	3.81e-05	0.00305305	TMCO6	(0.000599,0.00112]	2
ENSG00000197734	4	2.2652	0.00080821	1.01e-05	0.00354105	C14orf178	(0.000599,0.00112]	2
ENSG00000214866	7	13.258	0.00080892	3.11e-05	0.00301905	DCDC2C	(0.000599,0.00112]	2
ENSG00000143631	4	1.6546	0.00080918	1.51e-05	0.00343405	FLG	(0.000599,0.00112]	2
ENSG00000169903	11	11.082	0.00080922	2.71e-05	0.00320505	TM4SF4	(0.000599,0.00112]	2
ENSG00000137960	13	12.873	0.00080925	4.61e-05	0.00290605	GIPC2	(0.000599,0.00112]	2
ENSG00000182318	13	17.112	0.00080947	2.21e-05	0.00334105	ZSCAN22	(0.000599,0.00112]	2
ENSG00000205085	4	9.1495	0.00080947	1.51e-05	0.00368605	GARIN1A	(0.000599,0.00112]	2
ENSG00000100218	7	11.666	0.00081076	8.05e-06	0.00361005	RSPH14	(0.000599,0.00112]	2
ENSG00000214456	16	14.495	0.00081113	1.41e-05	0.00352905	PLIN5	(0.000599,0.00112]	2
ENSG00000127311	41	45.374	0.00081125	3.31e-05	0.00303105	HELB	(0.000599,0.00112]	2
ENSG00000148296	12	17.288	0.00081137	2.61e-05	0.00320905	SURF6	(0.000599,0.00112]	2
ENSG00000240720	13	23.406	0.00081204	1.51e-05	0.00324605	LRRD1	(0.000599,0.00112]	2
ENSG00000112304	7	4.53	0.00081215	1.41e-05	0.00353105	ACOT13	(0.000599,0.00112]	2
ENSG00000258659	12	18.754	0.00081283	1.41e-05	0.00347205	TRIM34	(0.000599,0.00112]	2
ENSG00000234719	NA	NA	0.00081354	1.41e-05	0.00335005	NPIPB2	(0.000599,0.00112]	2
ENSG00000205221	43	34.894	0.00081361	6.01e-05	0.00274405	VIT	(0.000599,0.00112]	2
ENSG00000204514	2	3.0752	0.00081384	1.21e-05	0.00353605	ZNF814	(0.000599,0.00112]	2
ENSG00000163833	16	22.465	0.0008139	6.61e-05	0.00256705	FBXO40	(0.000599,0.00112]	2
ENSG00000106399	10	5.9224	0.00081457	2.91e-05	0.00310705	RPA3	(0.000599,0.00112]	2
ENSG00000145832	6	6.658	0.00081462	4.51e-05	0.00285205	SLC25A48	(0.000599,0.00112]	2
ENSG00000168930	9	7.8395	0.0008149	6.05e-06	0.00308005	TRIM49	(0.000599,0.00112]	2
ENSG00000105676	17	20.547	0.00081494	2.51e-05	0.00337805	ARMC6	(0.000599,0.00112]	2
ENSG00000082929	9	3.1022	0.00081498	9.05e-06	0.00356705	LINC01587	(0.000599,0.00112]	2
ENSG00000185933	8	9.6305	0.00081509	2.81e-05	0.00308305	CALHM1	(0.000599,0.00112]	2
ENSG00000028116	21	29.12	0.00081551	4.51e-05	0.00300505	VRK2	(0.000599,0.00112]	2
ENSG00000171773	3	4.0494	0.00081557	1.51e-05	0.00347205	NXNL1	(0.000599,0.00112]	2
ENSG00000267680	4	5.0737	0.0008156	1.71e-05	0.00338505	ZNF224	(0.000599,0.00112]	2
ENSG00000125900	10	7.6313	0.00081567	9.05e-06	0.00341605	SIRPD	(0.000599,0.00112]	2
ENSG00000100461	20	27.703	0.00081578	4.71e-05	0.00281305	RBM23	(0.000599,0.00112]	2
ENSG00000169629	13	19.353	0.00081584	3.71e-05	0.00312505	RGPD8	(0.000599,0.00112]	2
ENSG00000225526	7	7.7072	0.00081625	1.51e-05	0.00347905	MKRN2OS	(0.000599,0.00112]	2
ENSG00000183671	9	10.533	0.00081686	3.21e-05	0.00306505	CMKLR2	(0.000599,0.00112]	2
ENSG00000019169	31	31.226	0.00081694	4.71e-05	0.00281105	MARCO	(0.000599,0.00112]	2
ENSG00000134258	16	12.241	0.000817	6.21e-05	0.00261405	VTCN1	(0.000599,0.00112]	2
ENSG00000130812	14	18.339	0.00081712	4.61e-05	0.00281205	ANGPTL6	(0.000599,0.00112]	2
ENSG00000018699	30	51.916	0.00081766	6.11e-05	0.00286705	TTC27	(0.000599,0.00112]	2
ENSG00000124251	11	13.436	0.0008177	2.61e-05	0.00318505	TP53TG5	(0.000599,0.00112]	2
ENSG00000119333	14	22.038	0.00081785	2.61e-05	0.00338905	DYNC2I2	(0.000599,0.00112]	2
ENSG00000156463	23	28.41	0.00081794	4.61e-05	0.00292305	SH3RF2	(0.000599,0.00112]	2
ENSG00000163817	27	29.555	0.00081798	7.51e-05	0.00255105	SLC6A20	(0.000599,0.00112]	2
ENSG00000253910	21	26.502	0.00081826	5.11e-05	0.00291305	PCDHGB2	(0.000599,0.00112]	2
ENSG00000111713	36	42.243	0.00081843	8.11e-05	0.00248905	GYS2	(0.000599,0.00112]	2
ENSG00000171811	76	133.65	0.00081853	4.01e-05	0.00286005	CFAP46	(0.000599,0.00112]	2
ENSG00000143633	15	13.423	0.00081976	3.71e-05	0.00308105	C1orf131	(0.000599,0.00112]	2
ENSG00000261247	14	9.3642	0.00082022	2.31e-05	0.00320205	GOLGA8T	(0.000599,0.00112]	2
ENSG00000197150	27	34.46	0.00082033	6.41e-05	0.00278005	ABCB8	(0.000599,0.00112]	2
ENSG00000088451	16	21.16	0.00082043	3.81e-05	0.00313405	TGDS	(0.000599,0.00112]	2
ENSG00000154451	18	25.889	0.00082082	3.11e-05	0.00327005	GBP5	(0.000599,0.00112]	2
ENSG00000148399	14	17.977	0.00082102	2.21e-05	0.00344105	DPH7	(0.000599,0.00112]	2
ENSG00000175806	19	12.744	0.00082108	5.11e-05	0.00288805	MSRA	(0.000599,0.00112]	2
ENSG00000161618	35	43.123	0.00082137	3.31e-05	0.00320405	ALDH16A1	(0.000599,0.00112]	2
ENSG00000115255	8	9.5699	0.00082143	2.21e-05	0.00330805	REEP6	(0.000599,0.00112]	2
ENSG00000205754	36	32.232	0.0008217	2.01e-05	0.00316405	SLCO1B7	(0.000599,0.00112]	2
ENSG00000139344	14	18.771	0.00082203	2.51e-05	0.00339705	AMDHD1	(0.000599,0.00112]	2
ENSG00000137098	20	23.209	0.00082216	2.41e-05	0.00334105	SPAG8	(0.000599,0.00112]	2
ENSG00000124786	16	17.407	0.00082224	4.11e-05	0.00312605	SLC35B3	(0.000599,0.00112]	2
ENSG00000141295	18	19.187	0.00082238	4.21e-05	0.00307405	SCRN2	(0.000599,0.00112]	2
ENSG00000101049	20	23.52	0.00082258	5.91e-05	0.00277705	SGK2	(0.000599,0.00112]	2
ENSG00000139610	8	14.73	0.00082273	1.51e-05	0.00359105	CELA1	(0.000599,0.00112]	2
ENSG00000251664	22	26.412	0.00082281	4.21e-05	0.00292205	PCDHA12	(0.000599,0.00112]	2
ENSG00000112038	17	19.509	0.00082302	4.11e-05	0.00305005	OPRM1	(0.000599,0.00112]	2
ENSG00000088876	4	6.0568	0.00082341	2.11e-05	0.00339605	ZNF343	(0.000599,0.00112]	2
ENSG00000114698	11	15.792	0.00082376	5.61e-05	0.00281005	PLSCR4	(0.000599,0.00112]	2
ENSG00000111339	6	11.04	0.00082402	1.31e-05	0.00367705	ART4	(0.000599,0.00112]	2
ENSG00000099821	39	54.005	0.0008242	4.51e-05	0.00300805	POLRMT	(0.000599,0.00112]	2
ENSG00000130517	5	11.016	0.00082462	3.41e-05	0.00316105	PGPEP1	(0.000599,0.00112]	2
ENSG00000189057	1	1.1472	0.00082472	1.81e-05	0.00320705	FAM111B	(0.000599,0.00112]	2
ENSG00000204420	10	11.691	0.0008248	2.31e-05	0.00332205	MPIG6B	(0.000599,0.00112]	2
ENSG00000176732	5	7.4076	0.00082488	1.41e-05	0.00363805	PFN4	(0.000599,0.00112]	2
ENSG00000129007	7	8.3526	0.00082503	2.71e-05	0.00325705	CALML4	(0.000599,0.00112]	2
ENSG00000101194	25	25.144	0.00082585	5.01e-05	0.00286105	SLC17A9	(0.000599,0.00112]	2
ENSG00000137878	31	34.999	0.00082592	2.41e-05	0.00332105	GCOM1	(0.000599,0.00112]	2
ENSG00000177990	27	41.112	0.00082611	3.91e-05	0.00317305	DPY19L2	(0.000599,0.00112]	2
ENSG00000181192	46	47.183	0.00082612	0.00010005	0.00244905	DHTKD1	(0.000599,0.00112]	2
ENSG00000170088	10	13.177	0.00082618	2.21e-05	0.00346705	TMEM192	(0.000599,0.00112]	2
ENSG00000184945	3	4.834	0.00082681	1.41e-05	0.00347305	AQP12A	(0.000599,0.00112]	2
ENSG00000250741	19	29.44	0.00082735	2.41e-05	0.00324505	NT5C1B-RDH14	(0.000599,0.00112]	2
ENSG00000124212	17	23.194	0.00082786	4.91e-05	0.00294705	PTGIS	(0.000599,0.00112]	2
ENSG00000168679	14	20.794	0.00082797	2.41e-05	0.00345405	SLC16A4	(0.000599,0.00112]	2
ENSG00000109047	12	9.4756	0.00082798	3.31e-05	0.00307805	RCVRN	(0.000599,0.00112]	2
ENSG00000213563	6	4.708	0.00082873	1.51e-05	0.00340905	C8orf82	(0.000599,0.00112]	2
ENSG00000140939	6	7.074	0.00082883	2.01e-05	0.00344105	NOL3	(0.000599,0.00112]	2
ENSG00000015520	39	54.439	0.00082991	7.21e-05	0.00264705	NPC1L1	(0.000599,0.00112]	2
ENSG00000133597	14	23.8	0.00083008	4.51e-05	0.00284105	ADCK2	(0.000599,0.00112]	2
ENSG00000125458	5	8.373	0.00083033	2.91e-05	0.00322505	NT5C	(0.000599,0.00112]	2
ENSG00000185028	13	11.623	0.0008304	2.11e-05	0.00338405	LRRC14B	(0.000599,0.00112]	2
ENSG00000129048	12	10.109	0.00083047	4.41e-05	0.00290205	ACKR4	(0.000599,0.00112]	2
ENSG00000075234	23	29.594	0.00083056	5.91e-05	0.00274705	TTC38	(0.000599,0.00112]	2
ENSG00000167930	20	24.886	0.00083086	5.41e-05	0.00288605	FAM234A	(0.000599,0.00112]	2
ENSG00000170439	3	7.8707	0.00083112	1.21e-05	0.00364305	METTL7B	(0.000599,0.00112]	2
ENSG00000109674	17	23.592	0.00083117	3.11e-05	0.00330005	NEIL3	(0.000599,0.00112]	2
ENSG00000160439	18	14.124	0.00083125	5.71e-05	0.00281905	RDH13	(0.000599,0.00112]	2
ENSG00000124839	3	8.1878	0.00083177	9.05e-06	0.00362205	RAB17	(0.000599,0.00112]	2
ENSG00000177842	7	12.005	0.00083289	2.31e-05	0.00346005	ZNF620	(0.000599,0.00112]	2
ENSG00000135828	18	23.559	0.00083307	5.81e-05	0.00272105	RNASEL	(0.000599,0.00112]	2
ENSG00000137691	11	15.954	0.0008337	3.21e-05	0.00331205	CFAP300	(0.000599,0.00112]	2
ENSG00000163138	17	14.817	0.00083371	3.71e-05	0.00306605	PACRGL	(0.000599,0.00112]	2
ENSG00000142733	36	61.924	0.00083415	7.71e-05	0.00266505	MAP3K6	(0.000599,0.00112]	2
ENSG00000255408	25	28.052	0.00083424	3.31e-05	0.00318105	PCDHA3	(0.000599,0.00112]	2
ENSG00000251247	13	14.69	0.00083424	3.51e-05	0.00308505	ZNF345	(0.000599,0.00112]	2
ENSG00000146243	10	12.102	0.00083482	3.71e-05	0.00317605	IRAK1BP1	(0.000599,0.00112]	2
ENSG00000188334	4	8.5094	0.00083539	8.05e-06	0.00335705	BSPH1	(0.000599,0.00112]	2
ENSG00000118898	72	85.225	0.00083579	7.71e-05	0.00264505	PPL	(0.000599,0.00112]	2
ENSG00000152475	9	9.0557	0.0008358	1.71e-05	0.00356605	ZNF837	(0.000599,0.00112]	2
ENSG00000142513	21	19.96	0.00083647	3.81e-05	0.00309605	ACP4	(0.000599,0.00112]	2
ENSG00000165471	4	4.8146	0.00083659	1.21e-05	0.00361905	MBL2	(0.000599,0.00112]	2
ENSG00000160226	11	13.016	0.00083676	1.41e-05	0.00360005	CFAP410	(0.000599,0.00112]	2
ENSG00000184949	27	31.791	0.00083691	5.81e-05	0.00276705	FAM227A	(0.000599,0.00112]	2
ENSG00000196678	19	28.593	0.0008371	7.01e-05	0.00275805	ERI2	(0.000599,0.00112]	2
ENSG00000154719	12	21.54	0.00083862	2.51e-05	0.00350305	MRPL39	(0.000599,0.00112]	2
ENSG00000119431	5	7.6059	0.0008387	1.41e-05	0.00369105	HDHD3	(0.000599,0.00112]	2
ENSG00000138399	42	39.63	0.00083875	5.31e-05	0.00291805	FASTKD1	(0.000599,0.00112]	2
ENSG00000185869	18	21.953	0.00083877	3.11e-05	0.00325005	ZNF829	(0.000599,0.00112]	2
ENSG00000065057	14	13.612	0.00083901	5.51e-05	0.00278105	NTHL1	(0.000599,0.00112]	2
ENSG00000100294	7	11.316	0.00083983	3.11e-05	0.00321205	MCAT	(0.000599,0.00112]	2
ENSG00000144736	19	24.578	0.00084013	5.01e-05	0.00295205	SHQ1	(0.000599,0.00112]	2
ENSG00000178462	12	13.946	0.00084014	2.91e-05	0.00320505	TUBAL3	(0.000599,0.00112]	2
ENSG00000178149	18	23.352	0.00084086	3.01e-05	0.00334605	DALRD3	(0.000599,0.00112]	2
ENSG00000185304	5	7.0276	0.00084135	2.41e-05	0.00341705	RGPD2	(0.000599,0.00112]	2
ENSG00000099769	14	10.984	0.00084163	3.11e-05	0.00317405	IGFALS	(0.000599,0.00112]	2
ENSG00000139629	19	31.001	0.0008418	5.31e-05	0.00295005	GALNT6	(0.000599,0.00112]	2
ENSG00000188784	7	7.0803	0.00084247	2.31e-05	0.00337105	PLA2G2E	(0.000599,0.00112]	2
ENSG00000189366	10	6.2022	0.00084255	8.05e-06	0.00386305	ALG1L	(0.000599,0.00112]	2
ENSG00000125871	7	15.649	0.0008426	2.01e-05	0.00374805	MGME1	(0.000599,0.00112]	2
ENSG00000007255	10	7.9429	0.00084265	3.01e-05	0.00323205	TRAPPC6A	(0.000599,0.00112]	2
ENSG00000010704	14	18.456	0.00084307	3.71e-05	0.00317705	HFE	(0.000599,0.00112]	2
ENSG00000108825	19	31.792	0.00084331	4.31e-05	0.00291905	PTGES3L-AARSD1	(0.000599,0.00112]	2
ENSG00000005421	17	19.773	0.00084369	4.61e-05	0.00303005	PON1	(0.000599,0.00112]	2
ENSG00000101446	2	1.3846	0.00084401	9.05e-06	0.00363605	SPINT3	(0.000599,0.00112]	2
ENSG00000184330	3	1.6061	0.0008441	7.05e-06	0.00348405	S100A7A	(0.000599,0.00112]	2
ENSG00000181450	2	1.2519	0.0008441	2.21e-05	0.00338405	ZNF678	(0.000599,0.00112]	2
ENSG00000186399	13	4.948	0.00084423	1.71e-05	0.00346005	GOLGA8R	(0.000599,0.00112]	2
ENSG00000102891	5	3.4943	0.00084517	2.21e-05	0.00335805	MT4	(0.000599,0.00112]	2
ENSG00000181374	2	2.8993	0.00084518	1.21e-05	0.00342505	CCL13	(0.000599,0.00112]	2
ENSG00000184599	7	7.6465	0.00084535	1.61e-05	0.00361905	TAFA3	(0.000599,0.00112]	2
ENSG00000197563	38	48.571	0.00084562	9.21e-05	0.00266605	PIGN	(0.000599,0.00112]	2
ENSG00000204161	4	6.2707	0.0008461	1.31e-05	0.00371405	TMEM273	(0.000599,0.00112]	2
ENSG00000197128	9	17.231	0.00084656	5.21e-05	0.00266905	ZNF772	(0.000599,0.00112]	2
ENSG00000124875	10	4.6475	0.00084687	2.01e-05	0.00345205	CXCL6	(0.000599,0.00112]	2
ENSG00000137634	22	19.831	0.00084697	6.01e-05	0.00289505	NXPE4	(0.000599,0.00112]	2
ENSG00000124143	15	28.43	0.00084726	3.01e-05	0.00328305	ARHGAP40	(0.000599,0.00112]	2
ENSG00000188761	3	7.06	0.0008475	9.05e-06	0.00404005	BCL2L15	(0.000599,0.00112]	2
ENSG00000204482	4	3.4749	0.00084808	2.21e-05	0.00341705	LST1	(0.000599,0.00112]	2
ENSG00000248672	84	108.73	0.00084851	5.21e-05	0.00277905	LY75-CD302	(0.000599,0.00112]	2
ENSG00000155714	5	8.4305	0.00084867	3.11e-05	0.00330305	PDZD9	(0.000599,0.00112]	2
ENSG00000145439	8	8.1468	0.00084872	2.71e-05	0.00339805	CBR4	(0.000599,0.00112]	2
ENSG00000188729	5	5.4548	0.00084922	2.11e-05	0.00354005	OSTN	(0.000599,0.00112]	2
ENSG00000148965	3	4.1183	0.00084923	1.01e-05	0.00383605	SAA4	(0.000599,0.00112]	2
ENSG00000106080	9	9.2303	0.000852	2.61e-05	0.00349005	FKBP14	(0.000599,0.00112]	2
ENSG00000188372	8	15.158	0.00085208	1.91e-05	0.00364605	ZP3	(0.000599,0.00112]	2
ENSG00000167065	2	5.3475	0.00085252	2.21e-05	0.00343705	DUSP18	(0.000599,0.00112]	2
ENSG00000103375	7	11.708	0.00085267	1.61e-05	0.00372705	AQP8	(0.000599,0.00112]	2
ENSG00000007952	14	20.573	0.00085373	2.01e-05	0.00340905	NOX1	(0.000599,0.00112]	2
ENSG00000112116	3	6.552	0.00085399	1.61e-05	0.00343205	IL17F	(0.000599,0.00112]	2
ENSG00000186118	9	6.9372	0.00085411	1.61e-05	0.00345505	TEX38	(0.000599,0.00112]	2
ENSG00000134115	49	53.912	0.00085464	0.00012905	0.00238805	CNTN6	(0.000599,0.00112]	2
ENSG00000187912	15	24.56	0.00085474	3.51e-05	0.00314705	CLEC17A	(0.000599,0.00112]	2
ENSG00000160182	4	3.1349	0.00085495	1.41e-05	0.00369305	TFF1	(0.000599,0.00112]	2
ENSG00000165028	14	13.451	0.00085524	3.51e-05	0.00323705	NIPSNAP3B	(0.000599,0.00112]	2
ENSG00000183559	6	4.6898	0.00085563	1.11e-05	0.00374005	C10orf120	(0.000599,0.00112]	2
ENSG00000182224	13	10.504	0.00085571	2.61e-05	0.00335805	CYB5D1	(0.000599,0.00112]	2
ENSG00000173947	11	11.336	0.00085626	1.11e-05	0.00386905	PIFO	(0.000599,0.00112]	2
ENSG00000125734	24	31.74	0.00085631	6.21e-05	0.00284905	GPR108	(0.000599,0.00112]	2
ENSG00000169570	13	12.741	0.00085707	6.01e-05	0.00291805	DTWD2	(0.000599,0.00112]	2
ENSG00000100121	7	7.0148	0.00085725	1.11e-05	0.00335705	GGTLC2	(0.000599,0.00112]	2
ENSG00000147647	19	23.852	0.00085735	0.00012605	0.00236305	DPYS	(0.000599,0.00112]	2
ENSG00000145040	2	2.7508	0.0008576	1.61e-05	0.00356005	UCN2	(0.000599,0.00112]	2
ENSG00000167186	9	10.459	0.00085765	1.61e-05	0.00374205	COQ7	(0.000599,0.00112]	2
ENSG00000103274	19	17.191	0.00085785	4.31e-05	0.00312105	NUBP1	(0.000599,0.00112]	2
ENSG00000138100	24	19.842	0.00085789	6.71e-05	0.00282305	TRIM54	(0.000599,0.00112]	2
ENSG00000177291	2	1.1577	0.0008584	1.61e-05	0.00366705	GJD4	(0.000599,0.00112]	2
